input,label
về điều_chỉnh điều quyết_định số qđ ubnd ngày của ubnd thành_phố về giao quyền tự_chủ tự chịu trách_nhiệm về tài_chính giai_đoạn đối_với đơn_vị sự_nghiệp công_lập trường thpt nguyễn_văn_cừ,2733552
về việc tổ_chức ngày giỗ tổ hiệp_hội ngành tóc và làm_đẹp tphcm,2733552
về lập danh_sách các đơn_vị sự_nghiệp công_lập trực_thuộc đề_xuất công_ty cổ_phần theo quyết_định số qđ ttg ngày của thủ_tướng chính_phủ,2733552
thực_hiện hiệp_định thương_mại tự_do giữa việt_nam và liên_hiệp vương_quốc anh và bắc ai len trên địa_bàn thành_phố hồ_chí_minh,2733546
về việc nâng bậc lương trước hạn đối_với công_chức bà lê_thị_anh thư phó_chủ_tịch ubnd huyện nhà_bè,2733546
góp_ý hướng_dẫn xây_dựng vị_trí việc_làm biên_chế công_chức số_lượng người làm_việc trong các cơ_quan tổ_chức hành_chính đơn_vị sự_nghiệp công_lập,2733546
kiểm_tra công_tác cải_cách hành_chính kiểm_soát thủ_tục hành_chính trên địa_bàn huyện cần giờ năm,2733540
kiện_toàn ban_công_tác người cao_tuổi thành_phố năm,2733552
về việc đề_nghị khen_thưởng cấp thành_phố,2733522
về ủy quyền chủ tài_khoản cho ủy_viên chuyên_trách chánh văn_phòng ban an_toàn giao_thông thành_phố hồ_chí_minh,2733552
về tổ_chức hoạt_động vận_tải phòng chống dịch covid trong tình_hình mới đối_với lĩnh_vực giao_thông vận_tải ngày tháng năm,2733570
đăng_ký nhu_cầu tuyển_dụng công_chức viên_chức của tb,2733546
đánh_giá tình_hình tài_chính năm của cty_tnhh mtv dvci quận,2733552
về chấp_thuận cho nhân_viên đi nước_ngoài về việc riêng nguyễn_thị_kiều mỹ đi anh,2733546
đề_nghị góp_ý dự_thảo quy_chế phối_hợp hoạt_động và mối quan_hệ công_tác giữa sở y_tế và ủy_ban nhân_dân quận huyện thành_phố thủ_đức trong quản_lý nhà_nước về lĩnh_vực y_tế dân_số và phát_triển trên địa_bàn thành_phố lần,2733552
báo_cáo về xin phép của kiếm soát viên theo yêu_cầu của chủ_tịch hđtv công_ty tnhh mtv phát_triển công_nghiệp tân_thuận,2733552
kế_hoạch thực_hiện chính_sách đối_với người có uy_tín trong đồng_bào dân_tộc_thiểu_số trên địa_bàn thành_phố hồ_chí minh năm,2733546
đơn phản_ánh và khiếu_nại chuyển tts không scan_đơn,2733570
quyết_định chấm_dứt hợp_đồng làm_việc đối_với viên_chức vương_đình_huy,2733546
báo_cáo sơ_kết năm thực_hiện đề_án văn_hóa công_vụ,2733546
về việc đề_nghị tổ_chức đại_hội hữu_nghị việt đức thành_phố hồ_chí minh lần thứ nhiệm_kỳ,2733552
góp_ý đối_với hồ_sơ đề_nghị xây_dựng luật sửa_đổi bổ_sung một_số điều của luật chất_lượng sản_phẩm hàng_hóa,2733540
tổ_chức kỳ thi chuyên_viên cao_cấp năm,2733546
cử cán_bộ công_chức tham_gia lớp bồi_dưỡng kiến_thức quản_lý nhà_nước chương_trình chuyên_viên chuyên_viên chính năm,2733546
cv về việc cử công_chức tham_dự lớp bồi_dưỡng lãnh_đạo quản_lý cấp phòng năm,2733546
báo_cáo hoạt_động của kiểm_soát viên tháng và ý_kiến nhận_xét về tình_hình lao_động và tiền_lương tháng năm,2733552
về việc đánh_giá phân_loại quý năm đối_với lãnh_đạo,2733552
về nghỉ hưu năm ông nguyễn_tấn_tuyến,2733546
về đề_nghị xếp lương đối_với công_chức,2733546
về công_tác phòng chống dịch covid và các hoạt_động chấp_hành kỷ_luật kỷ_cương hành_chính trong hoạt_động công_vụ của cán_bộ công_chức viên_chức và người lao_động tại các cơ_quan đơn_vị nhà_nước trên địa_bàn huyện củ_chi tháng năm,2733570
đôn_đốc thực_hiện ý_kiến chỉ_đạo của ủy_ban nhân_dân thành_phố lần,2733570
đề_nghị xét_duyệt đi nước_ngoài về việc riêng ông nguyễn_vĩnh_ninh phó_giám_đốc ban,2733546
sáp_nhập hội liên_hiệp thanh_niên việt_nam phường phường quận tp hcm,2733552
báo_cáo kết_quả đào_tạo bồi_dưỡng cán_bộ công_chức viên_chức năm,2733546
về xem_xét quyết_định cử người quản_lý công_ty đi nước_ngoài về việc công,2733546
về cử công_chức viên_chức tham_gia lớp bồi đưỡng kiến_thức cơ_bản về chuyển_đổi số năm,2733546
giải_quyết nội_dung đơn tố_cáo chuyển thanh_tra sở,2733570
phối_hợp thực_hiện công_tác tuyển_sinh và đào_tạo trình_độ thạc_sĩ tiến_sĩ đợt năm,2733546
hoạt_động của tạp_chí du_lịch thành_phố,2733552
về phê_duyệt kết_quả tuyển_dụng công_chức cấp xã trong trường_hợp đặc_biệt đối_với bà ngô_thị_hồng_liên,2733546
về cử cán_bộ công_chức viên_chức tham_gia lớp bồi_dưỡng kiến_thức về dân_tộc và công_tác dân_tộc năm,2733546
giấy mời tham_dự cuộc họp lấy ý_kiến bổ_nhiệm lại chức_vụ phó_giám_đốc sở tư_pháp giờ ngày,2733552
có ý_kiến góp_ý đối_với dự_thảo kh tổ_chức tháng hành_động tiếp_nhận và giải_quyết thủ_tục hành_chính ngay trong ngày,2733540
về việc góp_ý đề_án thành_lập trung_tâm hỗ_trợ phát_triển giáo_dục hòa_nhập thành_đạt và trung_tâm hỗ_trợ phát_triển giáo_dục hòa_nhập trẻ_em việt,2733552
kết_quả_thực_hiện công_tác cải_cách hành_chính tháng đầu năm trên địa_bàn huyện nhà_bè,2733540
báo_cáo số_liệu theo nghị_định số nđ cp nghị_định số nđ cp và biên_chế xã_hội hóa tháng,2733546
về việc thực_hiện quy_trình thủ_tục bổ_nhiệm bổ_nhiệm lại nhân_sự quản_lý của các trường cao_đẳng công_lập thuộc ủy_ban nhân_dân thành_phố,2733552
ban_hành điều_lệ tổ_chức và hoạt_động của công_ty trách_nhiệm hữu_hạn thành_viên quản_lý khai_thác dịch_vụ thủy_lợi thành_phố hồ_chí_minh,2733552
vv báo_cáo kết_quả_thực_hiện công_tác quản_lý và xét_duyệt cán_bộ công_chức viên_chức đi nước_ngoài năm,2733546
về việc báo_cáo thống_kê đội_ngũ công_chức viên_chức năm,2733546
báo_giá tổ_chức lớp bồi_dưỡng kiến_thức cơ_bản về chuyển_đổi số,2733546
về việc chia cụm khối thi_đua thông_báo cụm trưởng khối trưởng đối_với các cơ_quan đơn_vị thuộc quận tân_phú năm,2733522
xác_nhận báo_cáo thành_tích đề_nghị tặng cờ thi_đua của bộ y_tế năm đối_với viện dược_học dân_tộc,2733522
đăng_ký lớp trung_cấp lý_luận chính_trị năm,2733546
về đề_xuất các nội_dung ubnd tp phân_cấp đối_với ubnd cấp huyện và đối_với sở giáo_dục và đào_tạo,2733552
về việc đề_nghị nâng phụ_cấp thâm_niên vượt khung ông trần_minh hùng ông phạm_hữu_chương,2733546
báo_cáo tình_hình thực_hiện quy_tắc ứng_xử các hoạt_động công_vụ và các biện_pháp phòng chống dịch covid trên địa_bàn quận ngày,2733570
báo_cáo ds luân_chuyển lãnh_đạo cấp phòng giữa các sở ngành quận huyện thành_phố thủ_đức lần,2733546
về việc đề_nghị thẩm_định đề_án cơ_cấu tổ_chức lại công_ty tnhh thành_viên dịch_vụ công_ích quận tân_bình tphcm giai_đoạn kèm hồ_sơ giấy,2733552
về việc bổ_nhiệm thành_viên chuyên_trách hđtv tổng_công_ty nông_nghiệp sài_gòn_tnhh ông lưu_trung_hòa,2733552
báo_cáo công_tác nội_vụ tháng đầu năm và phương_hướng nhiệm_vụ tháng cuối năm,2733552
cử_nhân_sự tham_gia ban_kiểm phiếu đăng_ký dự_tuyển kỳ thi_tuyển công_chức năm,2733546
về kiện_toàn nhân_sự tổ giúp_việc hội_đồng xét công_nhận sáng_kiến có phạm_vi ảnh_hưởng cấp thành_phố,2733522
quyết_liệt đẩy nhanh tiến_độ đảm_bảo hoàn_thành_đạt yêu_cầu những nhiệm_vụ của đề_án,2733546
đăng_ký tham_gia lớp bồi_dưỡng kiến_thức nâng cao nhận_thức cộng_đồng và quản_lý rủi_ro thiên_tai dựa vào cộng_đồng năm,2733546
về báo_cáo hoạt_động của ban kiểm_soát quý iv năm,2733552
về việc đối_chiếu công_nợ giữa satra vtđ kèm bộ hồ_sơ giấy,2733570
thẩm_định quy_định chức_năng nhiệm_vụ quyền_hạn và cơ_cấu tổ_chức của sở y_tế,2733552
việc thực_hiện luật cán_bộ công_chức luật viên_chức luật sửa_đổi bổ_sung một_số điều của luật cán_bộ công_chức và luật viên_chức,2733546
tăng_cường kỷ_luật kỷ_cương hành_chính thực_hiện quy_tắc ứng_xử trên địa_bàn thành_phố những ngày cận tết và sau khi nghỉ tết_nguyên đán nhâm dần năm,2733570
về lãnh_đạo khẩn_trương tăng_cường thực_hiện các biện_pháp kiểm_soát xung_đột lợi_ích,2733552
báo_cáo về nâng ngạch công_chức thăng_hạng chức_danh nghề_nghiệp viên_chức,2733546
về triển_khai thực_hiện công_văn số cv vptu ngày của văn_phòng thành_ủy về việc tổ_chức kỷ_niệm năm ngày thành_lập liên_hiệp các hội văn_học nghệ_thuật tp,2733552
về việc đề_nghị đánh_giá phân_loại lãnh_đạo đơn_vị quý iii và quý iv năm,2733552
về kiểm_tra đầu_vào lớp bồi_dưỡng tiếng anh tương_đương bậc và bậc theo khung năng_lực ngoại_ngữ việt_nam,2733552
xây_dựng kế_hoạch triễn lãm hồ_sơ khen_thưởng kháng_chiến chống pháp,2733534
về triển_khai thực_hiện phiếu chuyển số pc vptu ngày tháng năm của văn_phòng thành_ủy,2733552
thi chuyên_viên cao_cấp và thi thăng_hạng chức_danh nghề_nghiệp giảng_viên giảng_viên cao_đẳng sư_phạm năm,2733546
về việc có ý_kiến đối_với phương_án quản_lý nhà_nước các đơn_vị sự_nghiệp công_lập vinatex đang tạm_thời quản_lý,2733552
về báo_cáo đề_xuất theo công_văn số ubnd vx ngày của ubnd thành_phố về triển_khai thực_hiện công_điện số cđ ttg ngày của thủ_tướng chính_phủ,2733552
về việc đề_nghị đánh_giá phân loai người phụ_trách đơn_vị quý iv năm,2733552
việc thực_hiện luật cán_bộ công_chức luật viên_chức và luật sửa_đổi bổ_sung một_số điều của luật cán_bộ công_chức luật viên_chức,2733546
về bổ_nhiệm và xếp lương ngạch thanh_tra viên chính ông thái_đức_hùng,2733546
về đăng_ký nhu_cầu tuyển_dụng công_chức năm,2733546
kế_hoạch triển_khai thực_hiện chiến_lược phát_triển giáo_dục nghề_nghiệp giai_đoạn tầm nhìn đến năm trên địa_bàn tphcm,2733546
góp_ý đề_án xây_dựng chương_trình đạo tạo bồi_dưỡng cán_bộ lãnh_đạo quản_lý của thành_phố giai_đoạn,2733546
về việc cử_nhân_sự tham_gia ban_soạn_thảo đề_án xác_định chỉ_số cải_cách hành_chính của các sở ban ngành quận huyện thành_phố thủ đức trên địa_bàn tphcm,2733540
đề_nghị chuyển lớp quản_lý văn_bản tài_liệu điện_tử năm,2733546
về danh_sách giảng_viên đủ điều_kiện tiêu_chuẩn dự_thi thăng_hạng chức_danh nghề_nghiệp giảng_viên cao_cấp hạng giảng_viên cao_đẳng sư_phạm cao_cấp hạng,2733546
tình_hình thực_hiện quy_tắc ứng_xử các hoạt_động công_vụ và các biện_pháp phòng chống dịch covid tại trụ_sở làm_việc ngày,2733570
bổ_sung thí_sinh thuộc đối_tượng ưu_tiên tham_dự kỳ thi_tuyển công_chức thành_phố năm,2733546
tình_hình thực_hiện quy_tắc ứng_xử các hoạt_động công_vụ và các biện_pháp phòng chống dịch covid tại đơn_vị trong tháng năm,2733570
cv góp_ý đối_với tiêu_chí chấm điểm của ủy_ban mặt_trận tổ_quốc việt_nam thành_phố trong xác_định chỉ_số cải_cách hành_chính đối_với các sở ban ngành thành_phố hồ_chí_minh,2733540
về việc phân_cấp phân_quyền trong quản_lý nhà_nước theo nghị_quyết số nq cp,2733552
báo_cáo kết_quả đào_tạo bồi_dưỡng công_chức viên_chức năm,2733546
về việc xin không tham_gia học lớp bồi_dưỡng kiến_thức về chuyển_đổi số đã đăng_ký năm,2733546
về việc chuẩn_bị nội_dung cuộc họp ban chỉ_đạo cải_cách hành_chính thành_phố quý năm,2733540
về đề_án tổ_chức lại các cơ_sở xã_hội cơ_sở cai_nghiện ma_túy trực_thuộc sở lao_động thương_binh và xã_hội trên cơ_sở đổi tên bổ_sung chức_năng nhiệm_vụ,2733552
về việc có ý_kiến đối_với đề_xuất_ủy quyền cho trưởng ban ban quản_lý khu công_nghệ_cao thành_phố thực_hiện một_số nhiệm_vụ về lĩnh_vực bảo_vệ môi_trường trong khu công_nghệ_cao thành_phố,2733552
kiện_toàn ban chỉ_đạo chương_trình giảm nghèo bền_vững thành_phố hồ_chí_minh,2733552
cho ý_kiến khi triển_khai giải_quyết thủ_tục hành_chính ngay trong ngày đối_với thủ_tục đăng_ký thường_trú,2733540
về báo_cáo việc triển_khai thực_hiện văn_bản số ubnd ncpc ngày tháng năm của ủy_ban nhân_dân thành_phố,2733552
chuẩn_bị nội_dung giám_sát,2733570
về bổ_nhiệm và xếp lương ngạch thanh_tra viên chính ông nguyễn_tấn_trung,2733546
về việc thẩm_định báo_cáo quỹ tiền_lương kế_hoạch của người lao_động quỹ tiền_lương thù_lao kế_hoạch của người quản_lý công_ty năm,2733552
thư mời họp lúc thống_nhất một_số nội_dung liên_quan đến triển_khai thực_hiện đề_án trên địa_bàn thành_phố,2733546
về việc rà_soát số_lượng danh_sách_thi thăng_hạng chức_danh nghề_nghiệp giảng_viên cao_cấp hạng giảng_viên cđsp cao_cấp hạng năm,2733546
triển_khai công_tác cải_cách hành_chính năm tại ban quản_lý khu_nam,2733540
kế_hoạch tổ_chức hội_nghị sơ_kết phong_trào thi_đua cán_bộ công_chức viên_chức thi_đua thực_hiện văn_hóa công_sở trên địa_bàn thành_phố giai_đoạn,2733522
báo_cáo hoạt_động hội năm,2733552
về việc ban_hành kế_hoạch triển_khai đề_án nâng cao năng_lực trình_độ đội_ngũ cán_bộ công_chức viên_chức làm công_tác cải_cách hành_chính các sở ngành ủy_ban nhân_dân các cấp trên địa_bàn thành_phố hồ_chí_minh giai_đoạn lần,2733540
kết_luận của văn_phòng ủy_ban nhân_dân thành_phố tại cuộc họp kiểm_tra phần việc tiếp_nhận xử_lý hồ_sơ quy_trình nội_bộ trên hệ_thống thông_tin giải_quyết thủ_tục hành_chính thành_phố,2733540
đề_nghị chỉnh_sửa trong quyết_định số qđ ubnd ngày,2733522
về việc kiện_toàn hội_đồng nghĩa_vụ quân_sự thành_phố,2733552
có ý_kiến đối_với dự_thảo thông_tư hướng_dẫn về vị_trí việc làm công_chức lãnh_đạo quản_lý nghiệp_vụ chuyên_môn dùng chung hỗ_trợ phục_vụ trong cơ_quan tổ_chức hành_chính và vị_trí việc_làm chức_danh nghề_nghiệp chuyên_môn dùng chung hỗ_trợ phục_vụ trong đơn_vị sự_nghiệp công_lập,2733546
bc kế_hoạch biên_chế năm,2733552
về việc kế_hoạch biên_chế năm,2733552
về việc đề_xuất rút tên và đăng_ký tham_dự lớp trung_cấp lý_luận chính_trị hành_chính năm bổ_sung lần,2733546
đề_xuất chuyên_đề bồi_dưỡng cán_bộ lãnh_đạo quản_lý theo kết_luận của bộ chính_trị giai_đoạn,2733546
về đăng_ký tham_dự lớp bồi_dưỡng lãnh_đạo quản_lý cấp phòng năm,2733546
cử công_chức tham_dự lớp bồi_dưỡng kiến_thức nâng cao nhận_thức cộng_đồng và quản_lý rủi_ro thiên_tai dựa vào cộng_đồng năm,2733546
kết_quả triển_khai thực_hiện kế_hoạch số kh ubnd ngày của ubnd tp đến ngày,2733540
báo_cáo đánh_giá tác_động của thủ_tục hành_chính được quy_định chi_tiết trong dự_thảo nghị_quyết thay_thế nghị_quyết số qh14,2733552
sửa_đổi bổ_sung quyết_định số qđ ubnd ngày của ubnd thành_phố,2733552
về việc cho phép hội nước_sạch và môi_trường việt_nam đặt văn_phòng đại_diện tại thành_phố hồ_chí_minh,2733552
về phê_duyệt kế_hoạch sản_xuất kinh_doanh năm của công_ty tnhh thành_viên vàng_bạc đá_quý sài_gòn sjc,2733552
về việc góp_ý hướng_dẫn xây_dựng vị_trí việc_làm biên_chế công_chức số_lượng người làm_việc trong các cơ_quan tổ_chức hành_chính đơn_vị sự_nghiệp công_lập,2733546
khảo_sát đánh_giá nguồn nhân_lực của các đơn_vị triển_khai thực_sự đề_án trên địa_bàn quận,2733546
tổ_chức diễu_hành xe loa tuyên_truyền tháng hành_động tiếp_nhận và giải_quyết tthc ngay trong ngày,2733540
về việc báo_cáo kết_quả đánh_giá xếp loại chất_lượng viên_chức tại đài năm,2733546
góp_ý dự_thảo kế_hoạch triển_khai đề_án nâng cao năng_lực trình_độ đội_ngũ cán_bộ công_chức viên_chức làm công_tác cải_cách hành_chính các sở ngành ủy_ban nhân_dân các cấp trên địa_bàn thành_phố hồ_chí_minh giai_đoạn,2733540
báo_cáo kết_quả định_kỳ chuyển_đổi vị_trí công_tác đối_với công_chức viên_chức trực_thuộc sở năm,2733546
công_nhận kết_quả đánh_giá phân_loại theo hiệu_quả công_việc đối_với viên_chức người lao_động trung_tâm dịch_vụ tư_vấn đầu_tư xây_dựng quý iv năm,2733546
vv chương_trình công_tác tháng của hội_đồng thành_viên,2733552
tổ_chức và phát_động phong_trào thi_đua yêu nước năm,2733522
có ý_kiến thực_hiện nghị_định nđ cp,2733546
tham_gia ý_kiến dự_thảo nghị_định về khuyến_khích bảo_vệ cán_bộ năng_động sáng_tạo dám nghĩ dám làm dám đột_phá vì lợi_ích chung,2733546
chương_trình công_tác tháng của hội_đồng thành_viên,2733552
cung_cấp nhân_sự đầu_mối phối_hợp điều_tra xã_hội_học phục_vụ xác_định chỉ_số cải_cách hành_chính năm của thành_phố,2733540
về việc cho công_chức thôi_việc đối_với bà trần_thị hoa lê,2733546
về việc nâng bậc lương trước thời_hạn đối_với công_chức ông nguyễn duy_an phó_chủ_tịch ủy_ban nhân_dân quận,2733546
đăng_ký tham_dự các lớp bồi_dưỡng kiến_thức quản_lý nhà_nước chương_trình chuyên_viên cao_cấp bồi_dưỡng lãnh_đạo quản_lý cấp sở và tương_đương năm,2733546
về góp_ý dự_thảo văn_bản triển_khai thực_hiện kết_luận kiểm_toán ngân_sách địa_phương niên độ,2733552
về việc thành_lập tổ công_tác và tổ giúp_việc tổ công_tác xây_dựng đề_án phân_cấp ủy_quyền,2733552
về việc bổ_nhiệm lại phó_hiệu_trưởng trường cao_đẳng kinh_tế kỹ_thuật thành_phố hồ_chí_minh,2733552
về việc cử đoàn của tp tham_dự chương_trình bồi_dưỡng của cơ_quan hạ_tầng châu_á ia singapore từ đến,2733546
về chuyển ngạch đối_với công_chức nguyễn văn_tấn,2733546
thống_kê tình_hình sử_dụng biên_chế của quận,2733552
đề_nghị thẩm_định_danh_sách tinh_giản biên_chế đợt năm,2733552
báo_cáo kết_quả triển_khai thực thiện chủ_đề năm nâng cao hiệu_quả hoạt_động công_vụ đẩy_mạnh cải_cách hành_chính và cải_thiện môi_trường đầu_tư thúc_đẩy phát_triển kinh_tế đảm_bảo_an_sinh xã_hội tháng đầu năm,2733546
báo_cáo về kết_quả hoạt_động tháng và chương_trình công_tác tháng của hội_đồng thành_viên,2733552
đề_án thành_lập viện công_nghệ tiên_tiến và đổi_mới sáng_tạo thuộc sở khoa_học và công_nghệ,2733552
kết_quả_thực_hiện quyết_định số qđ ubnd quyết_định số qđ ubnd tính từ,2733552
về việc báo_cáo khắc_phục thiếu_sót trong thực_hiện quy_trình đề_nghị điều_động bổ_nhiệm cán_bộ,2733552
về đề_nghị miễn_nhiệm ngạch thanh_tra viên bà huỳnh_thanh_thúy,2733546
rà_soát thống_kê và đề_xuất sắp_xếp giảm các tổ_chức phối_hợp liên_ngành do chủ_tịch ubnd thành_lập,2733552
đăng_ký lớp bồi_dưỡng nghiệp_vụ đối_ngoại năm,2733546
triển_khai quyết_định số qđ ttg ngày của thủ_tướng chính_phủ về danh_mục ngành lĩnh_vực thực_hiện chuyển đơn_vị sự_nghiệp công_lập thành_công_ty cổ_phần,2733552
về hồ_sơ thành_lập trung_tâm giáo_dục nghề_nghiệp thành_tài,2733552
về tặng bằng khen đối_với các cá_nhân thuộc quận,2733522
kết_quả tuyển_dụng viên_chức tại các đơn_vị sự_nghiệp công_lập năm trên địa_bàn huyện bình_chánh,2733546
về việc cho phép thành_lập hội sinh_viên việt_nam trường cao_đẳng giao_thông vận_tải,2733552
báo_cáo kết_quả đào_tạo bồi_dưỡng cán_bộ công_chức viên_chức năm,2733546
về việc góp_ý dự_thảo đề_án thí_điểm thi_tuyển chức_danh lãnh_đạo quản_lý các cơ_quan đơn_vị trên địa_bàn thành_phố hồ_chí_minh,2733546
báo_cáo hoạt_động phòng chống dịch covid ngày,2733570
tổng_kết hoạt_động năm và phương_hướng hoạt_động năm,2733552
thẩm_định quỹ tiền_lương và thù_lao thực_hiện của người quản_lý và quỹ tiền_lương_thực_hiện của người lao_động năm của công_ty tnhh mtv thoát nước đô_thị thành_phố,2733552
rà_soát danh_sách đủ điều_kiện tiêu_chuẩn và không đủ điều_kiện tiêu_chuẩn tham_dự kỳ thi_tuyển công_chức năm,2733546
về bổ_nhiệm lại chức_vụ thành_viên không chuyên_trách hđtv tổng_giám_đốc tổng_công_ty công_nghiệp in bao_bì liksin_tnhh mtv nguyễn_ngọc minh_thy,2733552
về kết_quả_thực_hiện chỉnh_lý_tài_liệu lưu_trữ tồn_đọng của sở xây_dựng giai_đoạn,2733534
tổ_chức tháng hành_động tiếp_nhận và giải_quyết thủ_tục hành_chính ngay trong ngày,2733540
về chấp_thuận người quản_lý doanh_nghiệp nghỉ_phép đi nước_ngoài về việc riêng lê_văn_anh,2733546
định_kỳ chuyển_đổi vị_trí công_tác đối_với công_chức viên_chức không giữ chức_vụ lãnh_đạo quản_lý huyện cần giờ năm,2733546
đăng_ký tham_dự các khóa bồi_dưỡng lãnh_đạo quản_lý cấp sở năm,2733546
góp_ý một_số nội_dung sửa_đổi bổ_sung tại nghị_định số nđ cp và nghị_định số nđ cp,2733546
ban_hành quy_định chức_năng nhiệm_vụ quyền_hạn và cơ_cấu tổ_chức của trung_tâm y_tế quận bình_thạnh_trực_thuộc ủy_ban nhân_dân quận bình_thạnh,2733552
về việc cử cán_bộ đăng_ký tham_gia bồi_dưỡng lãnh_đạo quản_lý cấp phòng năm,2733546
về điều_chỉnh thành_viên hội_đồng trường trường cao_đẳng kiến_trúc xây_dựng thành_phố hồ_chí_minh,2733552
về bổ_nhiệm và xếp lương ngạch thanh_tra viên chính ông trần_công_hoan,2733546
cv về báo_cáo tình_hình thôi_việc và tuyển_dụng mới đối_với công_chức viên_chức,2733546
báo_cáo kết_quả_thực_hiện việc tăng_cường kỷ_luật kỷ_cương hành_chính và thực_hiện quy_định về quy_tắc ứng_xử quý,2733570
về đặt cơ_quan đại_diện phía nam,2733552
báo_cáo kết_quả đánh_giá xếp loại chất_lượng công_chức viên_chức năm,2733546
đề_nghị đánh_giá phân_loại hàng quý theo hiệu_quả công_việc đối_với giám_đốc sở quý iv,2733552
tổ_chức báo_cáo thời_sự quý,2733552
đăng_ký nhu_cầu tổ_chức thi_tuyển chức_danh lãnh_đạo quản_lý,2733546
về tổ_chức festival hoa_lan thành_phố hồ_chí_minh lần ii năm,2733522
