input,label
danh_sách đăng_ký tham_dự bồi_dưỡng kiến_thức quản_lý nhà_nước chương_trình chuyên_viên chính,2733546
kết_quả quý phương_hướng nhiệm_vụ quý ngành đài_truyền_hình,2733552
chuyển đối_với bà,2733546
cấp mới mã_số thẻ đối_với cán_bộ công_chức viên_chức người lao_động,2733546
hồ_sơ dự_án đào_tạo chương_trình vi_tính giáo_dục stem giáo_dục hướng_nghiệp cho trẻ_em mồ_côi bị bỏ_rơi có hoàn_cảnh khó_khăn sos làng trẻ_em,2733552
một_số nội_dung chỉ_đạo thường_trực thành_ủy cuộc họp,2733552
góp_ý dự_thảo quy_chế mẫu thanh_tra thuộc ubnd,2733552
điều_chỉnh quyết_định qđ ubnd ubnd giao quyền tự_chủ tự chịu trách_nhiệm tài_chính giai_đoạn đối_với đơn_vị sự_nghiệp công_lập trường thpt,2733552
tổ_chức giỗ tổ hiệp_hội ngành tóc làm_đẹp,2733552
lập danh_sách đơn_vị sự_nghiệp công_lập trực_thuộc đề_xuất công_ty cổ_phần theo quyết_định qđ ttg thủ_tướng chính_phủ,2733552
hiệp_định thương_mại tự_do giữa liên_hiệp vương_quốc len địa_bàn,2733546
nâng bậc lương trước hạn đối_với công_chức bà phó_chủ_tịch ubnd,2733546
góp_ý hướng_dẫn xây_dựng vị_trí việc_làm biên_chế công_chức số_lượng người làm_việc trong cơ_quan tổ_chức hành_chính đơn_vị sự_nghiệp công_lập,2733546
kiểm_tra cải_cách hành_chính kiểm_soát thủ_tục hành_chính địa_bàn,2733540
kiện_toàn ban_công_tác người cao_tuổi,2733552
đề_nghị khen_thưởng cấp,2733522
ủy quyền chủ tài_khoản cho ủy_viên chuyên_trách văn_phòng an_toàn giao_thông,2733552
tổ_chức hoạt_động vận_tải phòng chống dịch covid trong tình_hình mới đối_với lĩnh_vực giao_thông vận_tải,2733570
đăng_ký nhu_cầu tuyển_dụng công_chức viên_chức,2733546
đánh_giá tình_hình tài_chính cty_tnhh mtv dvci,2733552
chấp_thuận cho nhân_viên đi nước_ngoài riêng đi,2733546
đề_nghị góp_ý dự_thảo quy_chế phối_hợp hoạt_động mối quan_hệ giữa y_tế ủy_ban trong quản_lý nhà_nước lĩnh_vực y_tế dân_số phát_triển địa_bàn lần,2733552
xin phép soát viên theo yêu_cầu chủ_tịch hđtv công_ty tnhh mtv phát_triển công_nghiệp,2733552
chính_sách đối_với người có uy_tín trong đồng_bào dân_tộc_thiểu_số địa_bàn,2733546
đơn phản_ánh khiếu_nại chuyển tts không scan_đơn,2733570
quyết_định chấm_dứt hợp_đồng làm_việc đối_với viên_chức,2733546
sơ_kết đề_án văn_hóa công_vụ,2733546
đề_nghị tổ_chức đại_hội hữu_nghị lần thứ nhiệm_kỳ,2733552
góp_ý đối_với hồ_sơ đề_nghị xây_dựng sửa_đổi bổ_sung một_số điều chất_lượng sản_phẩm hàng_hóa,2733540
tổ_chức kỳ thi chuyên_viên cao_cấp,2733546
cử cán_bộ công_chức tham_gia lớp bồi_dưỡng kiến_thức quản_lý nhà_nước chương_trình chuyên_viên chuyên_viên chính,2733546
cv cử công_chức tham_dự lớp bồi_dưỡng lãnh_đạo quản_lý cấp phòng,2733546
hoạt_động kiểm_soát viên ý_kiến nhận_xét tình_hình lao_động tiền_lương,2733552
đánh_giá phân_loại đối_với lãnh_đạo,2733552
nghỉ hưu ông,2733546
đề_nghị xếp lương đối_với công_chức,2733546
phòng chống dịch covid hoạt_động chấp_hành kỷ_luật kỷ_cương hành_chính trong hoạt_động công_vụ cán_bộ công_chức viên_chức người lao_động cơ_quan đơn_vị nhà_nước địa_bàn,2733570
đôn_đốc ý_kiến chỉ_đạo ủy_ban lần,2733570
đề_nghị xét_duyệt đi nước_ngoài riêng ông phó_giám_đốc,2733546
sáp_nhập hội liên_hiệp thanh_niên tp hcm,2733552
kết_quả đào_tạo bồi_dưỡng cán_bộ công_chức viên_chức,2733546
xem_xét quyết_định cử người quản_lý công_ty đi nước_ngoài công,2733546
cử công_chức viên_chức tham_gia lớp bồi đưỡng kiến_thức cơ_bản chuyển_đổi,2733546
giải_quyết nội_dung đơn tố_cáo chuyển thanh_tra,2733570
phối_hợp tuyển_sinh đào_tạo trình_độ thạc_sĩ tiến_sĩ đợt,2733546
hoạt_động tạp_chí du_lịch,2733552
phê_duyệt kết_quả tuyển_dụng công_chức cấp trong trường_hợp đặc_biệt đối_với bà,2733546
cử cán_bộ công_chức viên_chức tham_gia lớp bồi_dưỡng kiến_thức dân_tộc dân_tộc,2733546
giấy mời tham_dự cuộc họp lấy ý_kiến bổ_nhiệm lại chức_vụ phó_giám_đốc tư_pháp giờ,2733552
có ý_kiến góp_ý đối_với dự_thảo kh tổ_chức hành_động tiếp_nhận giải_quyết thủ_tục hành_chính ngay trong,2733540
góp_ý đề_án thành_lập trung_tâm hỗ_trợ phát_triển giáo_dục hòa_nhập trung_tâm hỗ_trợ phát_triển giáo_dục hòa_nhập,2733552
kết_quả_thực_hiện cải_cách hành_chính đầu địa_bàn,2733540
số_liệu theo nghị_định nđ cp nghị_định nđ cp biên_chế xã_hội hóa,2733546
quy_trình thủ_tục bổ_nhiệm bổ_nhiệm lại nhân_sự quản_lý trường cao_đẳng công_lập thuộc ủy_ban,2733552
ban_hành điều_lệ tổ_chức hoạt_động công_ty trách_nhiệm hữu_hạn thành_viên quản_lý khai_thác dịch_vụ thủy_lợi,2733552
kết_quả_thực_hiện quản_lý xét_duyệt cán_bộ công_chức viên_chức đi nước_ngoài,2733546
thống_kê đội_ngũ công_chức viên_chức,2733546
báo_giá tổ_chức lớp bồi_dưỡng kiến_thức cơ_bản chuyển_đổi,2733546
chia cụm khối thi_đua thông_báo cụm trưởng khối trưởng đối_với cơ_quan đơn_vị thuộc,2733522
xác_nhận thành_tích đề_nghị tặng thi_đua bộ y_tế đối_với dược_học dân_tộc,2733522
đăng_ký lớp trung_cấp lý_luận chính_trị,2733546
đề_xuất nội_dung ubnd tp phân_cấp đối_với ubnd cấp đối_với giáo_dục đào_tạo,2733552
đề_nghị nâng phụ_cấp thâm_niên vượt khung ông ông,2733546
tình_hình quy_tắc ứng_xử hoạt_động công_vụ biện_pháp phòng chống dịch covid địa_bàn,2733570
ds luân_chuyển lãnh_đạo cấp phòng giữa ngành lần,2733546
đề_nghị thẩm_định đề_án cơ_cấu tổ_chức lại công_ty tnhh thành_viên dịch_vụ công_ích tphcm giai_đoạn kèm hồ_sơ giấy,2733552
bổ_nhiệm thành_viên chuyên_trách hđtv tổng_công_ty nông_nghiệp sài_gòn_tnhh ông,2733552
đầu phương_hướng nhiệm_vụ cuối,2733552
cử_nhân_sự tham_gia ban_kiểm phiếu đăng_ký dự_tuyển kỳ thi_tuyển công_chức,2733546
kiện_toàn nhân_sự giúp_việc hội_đồng xét công_nhận sáng_kiến có phạm_vi ảnh_hưởng cấp,2733522
quyết_liệt đẩy nhanh tiến_độ đảm_bảo hoàn_thành_đạt yêu_cầu những nhiệm_vụ đề_án,2733546
đăng_ký tham_gia lớp bồi_dưỡng kiến_thức nâng cao nhận_thức cộng_đồng quản_lý rủi_ro thiên_tai dựa vào cộng_đồng,2733546
hoạt_động kiểm_soát iv,2733552
đối_chiếu công_nợ giữa satra vtđ kèm bộ hồ_sơ giấy,2733570
thẩm_định quy_định chức_năng nhiệm_vụ quyền_hạn cơ_cấu tổ_chức y_tế,2733552
luật cán_bộ công_chức luật viên_chức sửa_đổi bổ_sung một_số điều cán_bộ công_chức viên_chức,2733546
tăng_cường kỷ_luật kỷ_cương hành_chính quy_tắc ứng_xử địa_bàn những cận sau khi nghỉ đán,2733570
lãnh_đạo khẩn_trương tăng_cường biện_pháp kiểm_soát xung_đột lợi_ích,2733552
nâng ngạch công_chức thăng_hạng chức_danh nghề_nghiệp viên_chức,2733546
công_văn cv vptu văn_phòng thành_ủy tổ_chức kỷ_niệm thành_lập liên_hiệp hội văn_học nghệ_thuật,2733552
đề_nghị đánh_giá phân_loại lãnh_đạo đơn_vị iii iv,2733552
kiểm_tra đầu_vào lớp bồi_dưỡng tiếng tương_đương bậc bậc theo khung năng_lực ngoại_ngữ,2733552
xây_dựng triễn lãm hồ_sơ khen_thưởng kháng_chiến chống,2733534
chuyển pc vptu văn_phòng thành_ủy,2733552
thi chuyên_viên cao_cấp thi thăng_hạng chức_danh nghề_nghiệp giảng_viên giảng_viên cao_đẳng sư_phạm,2733546
có ý_kiến đối_với phương_án quản_lý nhà_nước đơn_vị sự_nghiệp công_lập đang tạm_thời quản_lý,2733552
đề_xuất theo công_văn ubnd vx ubnd công_điện cđ ttg thủ_tướng chính_phủ,2733552
đề_nghị đánh_giá phân loai người phụ_trách đơn_vị iv,2733552
cán_bộ công_chức viên_chức sửa_đổi bổ_sung một_số điều cán_bộ công_chức viên_chức,2733546
bổ_nhiệm xếp lương ngạch thanh_tra viên chính ông,2733546
đăng_ký nhu_cầu tuyển_dụng công_chức,2733546
chiến_lược phát_triển giáo_dục nghề_nghiệp giai_đoạn tầm nhìn đến địa_bàn,2733546
góp_ý đề_án xây_dựng chương_trình đạo tạo bồi_dưỡng cán_bộ lãnh_đạo quản_lý giai_đoạn,2733546
cử_nhân_sự tham_gia ban_soạn_thảo đề_án xác_định chỉ_số cải_cách hành_chính ban ngành thủ đức địa_bàn tphcm,2733540
đề_nghị chuyển lớp quản_lý văn_bản tài_liệu điện_tử,2733546
danh_sách giảng_viên đủ điều_kiện tiêu_chuẩn dự_thi thăng_hạng chức_danh nghề_nghiệp giảng_viên cao_cấp hạng giảng_viên cao_đẳng sư_phạm cao_cấp hạng,2733546
tình_hình quy_tắc ứng_xử hoạt_động công_vụ biện_pháp phòng chống dịch covid trụ_sở làm_việc,2733570
bổ_sung thí_sinh thuộc đối_tượng ưu_tiên tham_dự kỳ thi_tuyển công_chức,2733546
tình_hình quy_tắc ứng_xử hoạt_động công_vụ biện_pháp phòng chống dịch covid đơn_vị trong,2733570
cv góp_ý đối_với tiêu_chí chấm điểm ủy_ban mặt_trận tổ_quốc trong xác_định chỉ_số cải_cách hành_chính đối_với ban ngành,2733540
phân_cấp phân_quyền trong quản_lý nhà_nước theo nghị_quyết nq,2733552
kết_quả đào_tạo bồi_dưỡng công_chức viên_chức,2733546
xin không tham_gia học lớp bồi_dưỡng kiến_thức chuyển_đổi đã đăng_ký,2733546
chuẩn_bị nội_dung cuộc họp ban chỉ_đạo cải_cách hành_chính,2733540
đề_án tổ_chức lại cơ_sở xã_hội cơ_sở cai_nghiện ma_túy trực_thuộc thương_binh xã_hội cơ_sở đổi tên bổ_sung chức_năng nhiệm_vụ,2733552
có ý_kiến đối_với đề_xuất_ủy quyền cho ban ban quản_lý công_nghệ_cao một_số nhiệm_vụ lĩnh_vực bảo_vệ môi_trường trong khu công_nghệ_cao,2733552
kiện_toàn ban chỉ_đạo chương_trình giảm nghèo bền_vững,2733552
cho ý_kiến khi giải_quyết thủ_tục hành_chính ngay trong đối_với thủ_tục đăng_ký thường_trú,2733540
văn_bản ubnd ncpc ủy_ban,2733552
chuẩn_bị nội_dung giám_sát,2733570
bổ_nhiệm xếp lương ngạch thanh_tra viên chính ông,2733546
thẩm_định quỹ tiền_lương người lao_động quỹ tiền_lương thù_lao người quản_lý công_ty,2733552
thư mời họp lúc thống_nhất một_số nội_dung liên_quan đến đề_án địa_bàn,2733546
rà_soát số_lượng danh_sách_thi thăng_hạng chức_danh nghề_nghiệp giảng_viên cao_cấp hạng giảng_viên cđsp cao_cấp hạng,2733546
cải_cách hành_chính ban quản_lý,2733540
tổ_chức hội_nghị sơ_kết phong_trào thi_đua cán_bộ công_chức viên_chức thi_đua văn_hóa công_sở địa_bàn giai_đoạn,2733522
hoạt_động,2733552
ban_hành đề_án nâng cao năng_lực trình_độ đội_ngũ cán_bộ công_chức viên_chức làm cải_cách hành_chính ngành ủy_ban cấp địa_bàn giai_đoạn,2733540
kết_luận văn_phòng ủy_ban cuộc họp kiểm_tra phần tiếp_nhận xử_lý hồ_sơ quy_trình nội_bộ hệ_thống thông_tin giải_quyết thủ_tục hành_chính,2733540
đề_nghị chỉnh_sửa trong quyết_định qđ ubnd,2733522
kiện_toàn hội_đồng nghĩa_vụ quân_sự,2733552
có ý_kiến đối_với dự_thảo thông_tư hướng_dẫn vị_trí làm công_chức lãnh_đạo quản_lý nghiệp_vụ chuyên_môn dùng chung hỗ_trợ phục_vụ trong cơ_quan tổ_chức hành_chính vị_trí việc_làm chức_danh nghề_nghiệp chuyên_môn dùng chung hỗ_trợ phục_vụ trong đơn_vị sự_nghiệp công_lập,2733546
bc biên_chế,2733552
biên_chế,2733552
đề_xuất rút tên đăng_ký tham_dự lớp trung_cấp lý_luận chính_trị hành_chính bổ_sung lần,2733546
đề_xuất chuyên_đề bồi_dưỡng cán_bộ lãnh_đạo quản_lý theo kết_luận bộ chính_trị giai_đoạn,2733546
đăng_ký tham_dự lớp bồi_dưỡng lãnh_đạo quản_lý cấp phòng,2733546
cử công_chức tham_dự lớp bồi_dưỡng kiến_thức nâng cao nhận_thức cộng_đồng quản_lý rủi_ro thiên_tai dựa vào cộng_đồng,2733546
kết_quả kh ubnd ubnd tp đến,2733540
đánh_giá tác_động thủ_tục hành_chính được quy_định chi_tiết trong dự_thảo nghị_quyết thay_thế nghị_quyết,2733552
sửa_đổi bổ_sung quyết_định qđ ubnd ubnd,2733552
cho phép hội nước_sạch môi_trường đặt văn_phòng đại_diện,2733552
phê_duyệt sản_xuất kinh_doanh công_ty tnhh thành_viên vàng_bạc đá_quý,2733552
góp_ý hướng_dẫn xây_dựng vị_trí việc_làm biên_chế công_chức số_lượng người làm_việc trong cơ_quan tổ_chức hành_chính đơn_vị sự_nghiệp công_lập,2733546
khảo_sát đánh_giá nguồn nhân_lực đơn_vị thực_sự đề_án địa_bàn,2733546
tổ_chức diễu_hành xe loa tuyên_truyền hành_động tiếp_nhận giải_quyết tthc ngay trong,2733540
kết_quả đánh_giá xếp loại chất_lượng viên_chức,2733546
góp_ý dự_thảo đề_án nâng cao năng_lực trình_độ đội_ngũ cán_bộ công_chức viên_chức làm cải_cách hành_chính ngành ủy_ban cấp địa_bàn giai_đoạn,2733540
kết_quả định_kỳ chuyển_đổi vị_trí đối_với công_chức viên_chức trực_thuộc,2733546
công_nhận kết_quả đánh_giá phân_loại theo hiệu_quả công_việc đối_với viên_chức người lao_động trung_tâm dịch_vụ tư_vấn đầu_tư xây_dựng iv,2733546
vv chương_trình hội_đồng thành_viên,2733552
tổ_chức phát_động phong_trào thi_đua yêu nước,2733522
có ý_kiến nghị_định nđ,2733546
tham_gia ý_kiến dự_thảo nghị_định khuyến_khích bảo_vệ cán_bộ năng_động sáng_tạo dám nghĩ dám làm dám đột_phá vì lợi_ích chung,2733546
chương_trình hội_đồng thành_viên,2733552
cung_cấp nhân_sự đầu_mối phối_hợp điều_tra xã_hội_học phục_vụ xác_định chỉ_số cải_cách hành_chính,2733540
cho công_chức thôi_việc đối_với bà,2733546
nâng bậc lương trước thời_hạn đối_với công_chức ông phó_chủ_tịch ủy_ban,2733546
đăng_ký tham_dự lớp bồi_dưỡng kiến_thức quản_lý nhà_nước chương_trình chuyên_viên cao_cấp bồi_dưỡng lãnh_đạo quản_lý cấp tương_đương,2733546
góp_ý dự_thảo văn_bản kết_luận kiểm_toán ngân_sách địa_phương niên độ,2733552
thành_lập tổ giúp_việc xây_dựng đề_án phân_cấp ủy_quyền,2733552
bổ_nhiệm lại phó_hiệu_trưởng trường cao_đẳng kinh_tế kỹ_thuật,2733552
cử tp tham_dự chương_trình bồi_dưỡng cơ_quan hạ_tầng ia từ đến,2733546
chuyển ngạch đối_với công_chức,2733546
thống_kê tình_hình sử_dụng biên_chế,2733552
đề_nghị thẩm_định_danh_sách tinh_giản biên_chế đợt,2733552
kết_quả thực thiện chủ_đề cao hiệu_quả hoạt_động công_vụ đẩy_mạnh cải_cách hành_chính cải_thiện môi_trường đầu_tư thúc_đẩy phát_triển kinh_tế đảm_bảo_an_sinh xã_hội đầu,2733546
kết_quả hoạt_động chương_trình hội_đồng thành_viên,2733552
đề_án thành_lập công_nghệ tiên_tiến đổi_mới sáng_tạo thuộc công_nghệ,2733552
kết_quả_thực_hiện quyết_định qđ ubnd quyết_định qđ ubnd tính từ,2733552
khắc_phục thiếu_sót trong quy_trình đề_nghị điều_động bổ_nhiệm cán_bộ,2733552
đề_nghị miễn_nhiệm ngạch thanh_tra viên bà,2733546
rà_soát thống_kê đề_xuất sắp_xếp giảm tổ_chức phối_hợp liên_ngành do chủ_tịch ubnd thành_lập,2733552
đăng_ký lớp bồi_dưỡng nghiệp_vụ đối_ngoại,2733546
quyết_định qđ ttg thủ_tướng chính_phủ danh_mục ngành lĩnh_vực chuyển đơn_vị sự_nghiệp công_lập thành_công_ty cổ_phần,2733552
hồ_sơ thành_lập trung_tâm giáo_dục nghề_nghiệp,2733552
tặng khen đối_với cá_nhân thuộc,2733522
kết_quả tuyển_dụng viên_chức đơn_vị sự_nghiệp công_lập địa_bàn,2733546
cho phép thành_lập hội sinh_viên trường cao_đẳng giao_thông vận_tải,2733552
kết_quả đào_tạo bồi_dưỡng cán_bộ công_chức viên_chức,2733546
góp_ý dự_thảo đề_án thí_điểm thi_tuyển chức_danh lãnh_đạo quản_lý cơ_quan đơn_vị địa_bàn,2733546
hoạt_động phòng chống dịch covid,2733570
tổng_kết hoạt_động phương_hướng hoạt_động,2733552
thẩm_định quỹ tiền_lương thù_lao người quản_lý quỹ tiền_lương_thực_hiện người lao_động công_ty tnhh mtv nước đô_thị,2733552
rà_soát danh_sách đủ điều_kiện tiêu_chuẩn không đủ điều_kiện tiêu_chuẩn tham_dự kỳ thi_tuyển công_chức,2733546
bổ_nhiệm lại chức_vụ thành_viên không chuyên_trách hđtv tổng_giám_đốc tổng_công_ty công_nghiệp bao_bì liksin_tnhh mtv,2733552
kết_quả_thực_hiện chỉnh_lý_tài_liệu lưu_trữ tồn_đọng xây_dựng giai_đoạn,2733534
tổ_chức hành_động tiếp_nhận giải_quyết thủ_tục hành_chính ngay trong,2733540
chấp_thuận người quản_lý doanh_nghiệp nghỉ_phép đi nước_ngoài riêng,2733546
định_kỳ chuyển_đổi vị_trí đối_với công_chức viên_chức không giữ chức_vụ lãnh_đạo quản_lý,2733546
đăng_ký tham_dự khóa bồi_dưỡng lãnh_đạo quản_lý cấp,2733546
góp_ý một_số nội_dung sửa_đổi bổ_sung nghị_định nđ cp nghị_định nđ,2733546
ban_hành quy_định chức_năng nhiệm_vụ quyền_hạn cơ_cấu tổ_chức trung_tâm y_tế bình_thạnh_trực_thuộc ủy_ban,2733552
cử cán_bộ đăng_ký tham_gia bồi_dưỡng lãnh_đạo quản_lý cấp phòng,2733546
điều_chỉnh thành_viên hội_đồng trường trường cao_đẳng xây_dựng,2733552
bổ_nhiệm xếp lương ngạch thanh_tra viên chính ông,2733546
cv tình_hình thôi_việc tuyển_dụng mới đối_với công_chức viên_chức,2733546
kết_quả_thực_hiện tăng_cường kỷ_luật kỷ_cương hành_chính quy_định quy_tắc ứng_xử,2733570
đặt cơ_quan đại_diện phía,2733552
kết_quả đánh_giá xếp loại chất_lượng công_chức viên_chức,2733546
đề_nghị đánh_giá phân_loại hàng quý theo hiệu_quả công_việc đối_với giám_đốc iv,2733552
tổ_chức thời_sự quý,2733552
đăng_ký nhu_cầu tổ_chức thi_tuyển chức_danh lãnh_đạo quản_lý,2733546
tổ_chức hoa_lan lần ii,2733522
tinh_giản biên_chế cơ_cấu lại đội_ngũ cán_bộ công_chức viên_chức từ,2733552
xây_dựng cơ_sở dữ_liệu cán_bộ công_chức viên_chức nữ cơ_sở dữ_liệu cán_bộ công_chức viên_chức,2733546
kh tăng_cường thông_tin tuyên_truyền cải_cách hành_chính văn_hóa công_sở văn_hóa công_vụ địa_bàn,2733540
kết_quả đào_tạo bồi_dưỡng cán_bộ công_chức viên_chức theo công_văn snv ccvc,2733546
hoạt_động phòng chống dịch covid,2733570
nội_dung kết_luận phó_chủ_tịch ubnd tp cuộc họp nghe sắp_xếp lại doanh_nghiệp nhà_nước trực_thuộc ubnd giai_đoạn,2733552
kết_quả_thực_hiện chỉ_đạo ubnd công_văn ubnd đt,2733552
nhiệm_vụ giải_pháp góp_phần nâng cao kết_quả_thực_hiện chỉ_số hiệu_quả quản_trị hành_chính công cấp tỉnh papi địa_bàn,2733540
góp_ý dự_thảo quyết_định ban_hành quy_chế phối_hợp giữa ban ngành ủy_ban ủy_ban,2733552
góp_ý sửa_đổi quyết_định qđ ubnd ubnd thanh_phố,2733540
lập danh_sách điều_tra xã_hội_học phục_vụ xác_định chỉ_số cải_cách hành_chính,2733540
góp_ý dự_thảo kh phát_động phong_trào thi_đua đẩy_mạnh giải_ngân vốn đầu_tư công địa_bàn tphcm giai_đoạn,2733522
nâng bậc lương trước thời_hạn đối_với cán_bộ công_chức viên_chức người lao_động,2733546
góp_ý hướng_dẫn xây_dựng vị_trí việc_làm biên_chế công_chức số_lượng người làm_việc trong cơ_quan tổ_chức hc đơn_vị sự_nghiệp công_lập,2733546
tình_hình dự_án tuyến đường_sắt đô_thị tuần từ đến phục_vụ cuộc họp giao_ban khối đô_thị,2733552
kh kiểm_tra khảo_sát tình_hình cải_cách hành_chính kiểm_soát thủ_tục hành_chính,2733540
cử_nhân_sự phụ_trách lãnh_đạo quản_lý điều_hành hoạt_động làm người đại_diện theo pháp_luật phát_triển nhà ông,2733552
góp_ý hướng_dẫn xây_dựng vị_trí việc_làm biên_chế công_chức số_lượng người làm_việc trong cơ_quan tổ_chức hành_chính đơn_vị sự_nghiệp công_lập,2733546
tặng khen đối_với tập_thể cá_nhân thuộc kiến_trúc,2733522
đề_nghị cho ý_kiến điều_động phó_giám_đốc công_ty tnhh mtv dịch_vụ công_ích,2733552
đăng_ký tham_dự lớp kiến_thức chuyển_đổi,2733546
nâng bậc lương trước thời_hạn đối_với ông phó_chủ_tịch ủy_ban,2733546
hồ_sơ kiểm_điểm đánh_giá xếp loại chất_lượng đối_với công_chức viên_chức thuộc diện ban thường_vụ thành_ủy quản_lý,2733552
danh_sách lãnh_đạo cấp phòng,2733546
góp_ý dự_thảo văn_bản ủy_ban quyết_định qđ ubqgcđs hoạt_động ủy_ban quốc_gia chuyển_đổi,2733546
công_nhận danh_hiệu tập_thể lao_động xuất_sắc,2733522
kết_quả giải_quyết những tồn_đọng vướng_mắc tạp_chí khoa_học phổ_thông,2733552
góp_ý dự_thảo tờ_trình tổ_chức lớp bồi_dưỡng cán_bộ được quy_hoạch thành_ủy nhiệm_kỳ,2733546
góp_ý dự_thảo văn_bản theo công_văn snv tcbc tcpcp,2733552
kiểm_tra tổ_chức bộ_máy nhân_sự quản_lý hồ_sơ điện_tử,2733546
thông_tư tt btc,2733546
phân_công qlnn đối_với tổ_chức địa_bàn,2733552
quỹ tiền_lương công_ty tnhh thành_viên,2733552
biên_chế hành_chính số_lượng người làm_việc cơ_quan đơn_vị trực_thuộc ủy_ban,2733552
đăng_ký tham_dự lớp bồi_dưỡng lãnh_đạo quản_lý cấp phòng,2733546
giao_nộp hồ_sơ tài_liệu vào trung_tâm lưu_trữ lịch_sử,2733534
bổ_nhiệm lại kế_toán công_ty tnhh mtv xổ_số kiến_thiết,2733552
quyết_định phân_công nhiệm_vụ lãnh_đạo,2733552
kết_quả kh ubnd ủy_ban đầu,2733546
kết_quả_thực_hiện quyết_định qđ ubnd ubnd tp,2733552
góp_ý đối_với quy_trình nội_bộ giải_quyết thủ_tục hành_chính quỹ xã_hội quỹ từ_thiện,2733552
kết_luận phó_chủ_tịch ủy_ban cuộc họp giao nhiệm_vụ nông_nghiệp phát_triển nông_thôn,2733552
đề_xuất giao_nộp hồ_sơ tài_liệu vào trung_tâm lưu_trữ lịch_sử,2733534
hướng_dẫn_xác_định đối_tượng cán_bộ công_chức viên_chức ngành y_tế được hưởng hệ_số chi_thu_nhập tăng thêm tối_đa lần theo nghị_quyết nq hđnd hội_đồng,2733546
đề_án xây_dựng trung_tâm tài_chính_quốc_tế kèm bộ hồ_sơ giấy,2733552
kết_quả_thực_hiện cải_cách hành_chính đầu,2733540
kiện_toàn hội_đồng giám_định y_khoa,2733552
kết_quả_thực_hiện chủ_đề tư_pháp trong đầu,2733546
rà_soát thống_kê đề_xuất sắp_xếp giảm tổ_chức phối_hợp liên_ngành do chủ_tịch ủy_ban thành_lập,2733552
đề_nghị góp_ý dự_thảo văn_bản quy_định phân_cấp quản_lý bảo_vệ kết_cấu_hạ_tầng giao_thông đường_bộ địa_bàn lần,2733552
đề_nghị góp_ý sửa_đổi quyết_định qđ ubnd ủy_ban,2733540
góp_ý dự_thảo phát_động phong_trào thi_đua đẩy_mạnh giải_ngân vốn đầu_tư công địa_bàn giai_đoạn,2733522
hoạt_động phòng chống dịch covid,2733570
số_lượng cán_bộ công_chức bị kỷ_luật,2733546
công_văn bxd qhkt xây_dựng,2733552
điều_động phó_tổng_giám_đốc tổng_công_ty công_nghiệp sài_gòn_tnhh mtv,2733552
